Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,65669,5629.3032,.        ,5761.7323,271235.32,12.085324305435577
 SP/PF    2006,16'900 / 29'200,66663,6230.6985,.        ,6384.9141,321667.114,18.59337272151724
 SP/PF    2007,16'900 / 29'200,68332,6999.4223999999995,.        ,7085.1293,394331.154,22.589825579745153
 SP/PF    2008,16'900 / 29'200,70148,7287.6894,.        ,7475.278,417726.378,5.932887564851157
 SP/PF    2009,16'900 / 29'200,71660,7718.975,.        ,7887.4834,451035.96,7.974019299303137
 SP/PF    2010,16'900 / 29'200,72910,7783.622,.        ,7953.946900000001,449635.746,-0.31044398322474365
 SP/PF    2011,17'700 / 30'600,67779,8369.3894,2)        ,8427.427699999998,527507.06,17.31875516854481
 SP/PF    2012,17'800 / 30'800,68767,7560.988699999999,2)        ,7606.1866,421353.785,-20.12357427026666
 SP/PF    2013,17'800 / 30'800,70402,7729.4142999999995,15292,7803.666499999999,432624.766,2.674944761680507
 SP/PF    2014,17'800 / 30'800,72071,8959.1563,15461,8929.6244,556852.437,28.71487736326219
 SP/PF    2015,17'800 / 30'800,73094,7949.088400000001,15516,7986.674800000001,436622.998,-21.59089751815165
 SP/PF    2016,17'800 / 30'800,75007,8379.9222,16354,8421.3767,468781.507,7.3652806075963895
 SP/PF    2017,17'800 / 30'800,76030,8617.8646,16220,8628.2255,485584.91,3.5844850424101793
 SP/PF    2018,17'800 / 30'800,77677,8934.0594,16474,8937.2811,511576.064,5.352545654682729
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON OBWALDEN,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,15822,1199499.4,3594,39389608,Cas normaux,
Sonderfälle,,1540,141137.7,0,10310490,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,48,23998.800000000003,0,2543717,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,1492,117138.9,.   ,7766773,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,1004063,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,646,98150,-   ,1315744,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,18008,1438787.0999999999,3594,52019905,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,4735,98170,1871,0,Cas normaux,
Sonderfälle,,498,4234.9,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,349,7164.799999999999,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,5582,109569.7,1871,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,15988,941.3459999999999,.        ,1007.9211,24598.125,-0.6594855231058432
 SP/PF    2006,16'900 / 29'200,16204,1026.8944000000001,.        ,1087.8301000000001,29692.495,20.710399674771963
 SP/PF    2007,16'900 / 29'200,16688,1082.3111,.        ,1146.9336,32997.399,11.13043548546527
 SP/PF    2008,16'900 / 29'200,17073,1108.3667,.        ,1187.7371,33457.106,1.3931613215938796
 SP/PF    2009,16'900 / 29'200,17426,1143.2802,.        ,1222.5952999999997,34172.91,2.1394677710618595
 SP/PF    2010,16'900 / 29'200,17746,1219.1366,.        ,1285.2385,38753.742,13.404863677105624
 SP/PF    2011,17'700 / 30'600,16188,1143.156,2)        ,1176.5409,34855.658,-10.05860027658747
 SP/PF    2012,17'800 / 30'800,16293,1160.1124,2)        ,1214.7721999999999,36738.326,5.401326808978894
 SP/PF    2013,17'800 / 30'800,16678,1378.5396,3308,1417.9901,58102.642,58.1526659652375
 SP/PF    2014,17'800 / 30'800,16974,1248.8138999999999,3448,1289.5297,40418.375,-30.436252795526926
 SP/PF    2015,17'800 / 30'800,17213,1898.4249,3496,1935.2909,113017.549,179.6192301150158
 SP/PF    2016,17'800 / 30'800,17459,1355.1242000000002,3607,1381.3347,46125.544,-59.18727276593125
 SP/PF    2017,17'800 / 30'800,17722,1434.4788,3505,1461.1005,54573.608,18.31536989569163
 SP/PF    2018,17'800 / 30'800,18008,1438.7870999999998,3594,1459.8768,52019.905,-4.679373590252638
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON NIDWALDEN,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,19442,1680939.9,4214,66469435,Cas normaux,
Sonderfälle,,1501,205648.80000000002,0,16379241,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,56,27774.7,0,2886179,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,1445,177874.1,.   ,13493062,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,1221830,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,850,130500.6,-   ,1737457,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,21793,2017089.3,4214,85807963,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,4853,91769.3,1645,0,Cas normaux,
Sonderfälle,,429,4027.3,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,368,7686.9,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,5650,103483.5,1645,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,20390,1695.2792,.        ,1759.7752,77722.597,22.065192696523823
 SP/PF    2006,16'900 / 29'200,20413,1621.1302,.        ,1694.9474,65695.605,-15.474253903276036
 SP/PF    2007,16'900 / 29'200,20888,1773.0716,.        ,1826.5846000000001,77531.786,18.016701421655213
 SP/PF    2008,16'900 / 29'200,21129,1815.0141,.        ,1890.2202,80074.391,3.279435611092481
 SP/PF    2009,16'900 / 29'200,21409,1811.571,.        ,1887.9367,78163.167,-2.3868105347189044
 SP/PF    2010,16'900 / 29'200,21479,1820.054,.        ,1885.0083,77937.998,-0.28807558424544766
 SP/PF    2011,17'700 / 30'600,19983,1838.5381,2)        ,1876.9010999999996,82296.899,5.592780302106291
 SP/PF    2012,17'800 / 30'800,20021,1787.6238999999998,2)        ,1821.3344,75052.599,-8.802640303615817
 SP/PF    2013,17'800 / 30'800,20383,1914.3034,4139,1935.4694999999997,86461.862,15.201689417844136
 SP/PF    2014,17'800 / 30'800,20781,2165.9474,4217,2176.8094,111773.014,29.27435451251327
 SP/PF    2015,17'800 / 30'800,21114,1902.4449,4165,1920.8519999999999,80658.751,-27.837008135076317
 SP/PF    2016,17'800 / 30'800,21289,1953.2205,4233,1975.7311000000002,83702.53,3.773650053172773
 SP/PF    2017,17'800 / 30'800,21592,2034.4727000000003,4174,2047.2491,90507.594,8.130057717490729
 SP/PF    2018,17'800 / 30'800,21793,2017.0893,4214,2028.8423,85807.963,-5.192526717702819
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON GLARUS,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,16578,1067675.9,3220,23573873,Cas normaux,
Sonderfälle,,1469,89001.7,0,3063279,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,2,376.3,0,25592,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,1467,88625.4,.   ,3037687,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,1240838,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,637,106876.5,-   ,1489066,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,18684,1263554.0999999999,3220,29367056,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,5437,104280.8,1824,0,Cas normaux,
Sonderfälle,,446,5734.2,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,330,6065.200000000001,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,6213,116080.2,1824,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,18527,1044.5836,.        ,1113.6608,21810.229,-0.5775966160452128
 SP/PF    2006,16'900 / 29'200,18478,1057.8037,.        ,1124.4657,20747.47,-4.872754889460339
 SP/PF    2007,16'900 / 29'200,18833,1113.6003,.        ,1171.3781999999999,23435.881,12.957777502509941
 SP/PF    2008,16'900 / 29'200,18940,1122.9133,.        ,1211.2468999999999,23813.973,1.613303976069858
 SP/PF    2009,16'900 / 29'200,18881,1129.1428999999998,.        ,1214.0566999999999,23597.659,-0.908349060444479
 SP/PF    2010,16'900 / 29'200,18968,1163.3897000000002,.        ,1242.4163,26844.399,13.75873767817393
 SP/PF    2011,17'700 / 30'600,17358,1095.4138,2)        ,1141.583,24581.801,-8.428566420876095
 SP/PF    2012,17'800 / 30'800,17328,1092.2509,2)        ,1145.5237,24342.258,-0.9744729444355897
 SP/PF    2013,17'800 / 30'800,17627,1164.2817,2891,1203.6215,29461.97,21.032198409859916
 SP/PF    2014,17'800 / 30'800,17936,1173.5007,3095,1210.1458,26979.162,-8.427162202663311
 SP/PF    2015,17'800 / 30'800,17968,1168.758,3061,1212.8067999999998,26551.762,-1.584185602206631
 SP/PF    2016,17'800 / 30'800,18229,1209.6660000000002,3136,1236.9398999999999,26874.647,1.216058655542355
 SP/PF    2017,17'800 / 30'800,18440,1216.3184,3115,1254.4256,27409.316,1.9894921782600505
 SP/PF    2018,17'800 / 30'800,18684,1263.5540999999998,3220,1287.5367,29367.056,7.142608009627082
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON ZUG,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,50471,5397860,14788,267139092,Cas normaux,
Sonderfälle,,9223,2176978.5999999996,0,191672911,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,135,101718,0,11290393,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,9088,2075260.5999999999,.   ,180382518,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,38418712,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,2336,495155.30000000005,-   ,8025032,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,62030,8069993.899999999,14788,505255747,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,13284,193980.1,3332,0,Cas normaux,
Sonderfälle,,1850,70064.5,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,895,19053.3,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,16029,283097.89999999997,3332,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,54223,5303.010699999999,.        ,5344.1982,278420.035,10.662566696326905
 SP/PF    2006,16'900 / 29'200,54001,5534.2374,.        ,5614.6214,295628.009,6.180580359455831
 SP/PF    2007,16'900 / 29'200,55265,6177.505800000001,.        ,6217.0882,364639.101,23.34389499609287
 SP/PF    2008,16'900 / 29'200,55988,6452.4394,.        ,6575.6434,393933.267,8.033742382444046
 SP/PF    2009,16'900 / 29'200,56150,6420.662000000001,.        ,6519.9313,379220.777,-3.734767086832491
 SP/PF    2010,16'900 / 29'200,57059,6500.120900000001,.        ,6622.3577000000005,389944.715,2.827887776834558
 SP/PF    2011,17'700 / 30'600,54288,8535.0637,2)        ,8625.157299999999,635113.095,62.872599773534546
 SP/PF    2012,17'800 / 30'800,55247,6622.541500000001,2)        ,6697.6943,386715.057,-39.11083552764725
 SP/PF    2013,17'800 / 30'800,56431,6615.930500000001,12851,6695.4496,373598.119,-3.3918870658299625
 SP/PF    2014,17'800 / 30'800,57846,6737.7056,13221,6779.431100000001,392962.199,5.1831310210638435
 SP/PF    2015,17'800 / 30'800,58894,7001.898399999999,13170,7061.027400000001,410367.335,4.42921381351492
 SP/PF    2016,17'800 / 30'800,60112,7284.717100000001,13284,7292.7526,434396.052,5.855416586702745
 SP/PF    2017,17'800 / 30'800,61137,7582.7115,13457,7615.1512,463019.095,6.589158181391554
 SP/PF    2018,17'800 / 30'800,62030,8069.9938999999995,14788,8086.975399999999,505255.747,9.122010831972261
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
CANTON DE FRIBOURG,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,120726,8443757,38815,196783501,Cas normaux,
Sonderfälle,,11112,894121.3,0,36763024,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,72,17282,0,1352196,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,11040,876839.3,.   ,35410828,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,4566305,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,4667,599870.3,-   ,7051728,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,136505,9937748.600000001,38815,245164558,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,49613,870056.4,15978,0,Cas normaux,
Sonderfälle,,4357,76979.8,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,3448,73401.4,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,57418,1020437.6000000001,15978,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,116703,7236.589599999999,.        ,7807.2038,178072.729,5.511617381620411
 SP/PF    2006,16'900 / 29'200,117373,7430.971699999999,.        ,8024.2862000000005,172635.09,-3.0536056983773108
 SP/PF    2007,16'900 / 29'200,119692,7744.893399999999,.        ,8289.4296,185747.945,7.595706643417643
 SP/PF    2008,16'900 / 29'200,121611,7754.941599999999,.        ,8561.4921,184141.144,-0.8650437559349626
 SP/PF    2009,16'900 / 29'200,124448,8048.235299999999,.        ,8870.2625,197068.408,7.020301774599588
 SP/PF    2010,16'900 / 29'200,127336,8341.3097,.        ,9135.4769,206733.298,4.9043325097546955
 SP/PF    2011,17'700 / 30'600,114153,8006.522499999999,2)        ,8518.7972,206598.28,-0.06531023367121236
 SP/PF    2012,17'800 / 30'800,116546,8145.8116,2)        ,8654.962099999999,202598.541,-1.9359982086975691
 SP/PF    2013,17'800 / 30'800,119357,8514.3357,35405,9065.988,221095.891,9.130050941482352
 SP/PF    2014,17'800 / 30'800,122825,8676.1809,36686,9240.7747,212021.35,-4.104346290180487
 SP/PF    2015,17'800 / 30'800,125795,9027.635699999999,37302,9580.4357,232511.007,9.663959313531407
 SP/PF    2016,17'800 / 30'800,130462,9399.492199999999,38381,9942.5917,230597.27,-0.823073722269001
 SP/PF    2017,17'800 / 30'800,133323,9626.6553,38252,10179.374,235710.035,2.2171836639696636
 SP/PF    2018,17'800 / 30'800,136505,9937.7486,38815,10465.783500000001,245164.558,4.011082090756119
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
